listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
1698887,Spacious flat in central Stockholm,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/83926383/c6558443_original.jpg,16,8971123,Mia,"","",false,59.3173,18.0698,5,3,4,2.0,false,"TV,Cable TV,Wifi,Kitchen,Hot water,Elevator,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Essentials,Hangers,Hair dryer,Iron",false,2,Moderate,SEK,52,0,11,5.0,4.9,4.9,5.0,5.0,4.9,5.0,27308.0,266259.0,389.6,3976.9,0.178,0.265,74.8,729.5,111.5,1086.8,65,120,300,365,8431.0,80828.0,491.4,4711.1,0.211,0.0,93.7,898.1,0.0,0.0,19,0,71,90
1750830,"Rooms with double beds
best adress of Stockholm",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/4184e20c-a2c5-4eb3-a223-0d4529af8fc7.jpg,24,9210474,Jonas,"","",true,59.3187,18.0651,,,1,0.0,false,"Stove,Wifi,Kitchen,Essentials,Room-darkening shades,Lock on bedroom door,Hair dryer,Hot water,Dedicated workspace,Microwave,Refrigerator,Bathtub,Dishes and silverware,Heating,Cooking basics,Oven",true,3,Strict,SEK,0,0,319,4.87,4.9,4.9,4.6,5.0,5.0,4.8,21232.0,213870.0,95.6,979.5,0.595,0.611,58.2,585.9,59.8,602.5,217,10,148,365,7544.0,72322.0,109.5,1049.8,0.767,0.862,83.8,803.6,94.3,904.0,69,10,21,90
1909266,Modern lake front villa with large pool,Entire home,entire_home,https://a0.muscache.com/im/pictures/26760772/4a6d1c68_original.jpg,31,515561,Stefan,"","",false,59.2709,17.9710,7,4,4,2.0,false,"TV,Cable TV,Wifi,Waterfront,Lake access,Pool,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Free street parking,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Outdoor kitchen,Private entrance,Sound system,Outlet covers,Bathtub,Children’s books and toys,Blender,Window guards,Fireplace guards,Room-darkening shades,Hot water,Outdoor shower,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Toaster",false,7,Flexible,SEK,198,0,10,5.0,4.8,5.0,5.0,4.9,4.9,5.0,9441.0,97676.0,729.5,7530.3,0.036,0.0,25.9,267.6,0.0,0.0,13,0,352,365,4116.0,39458.0,667.5,6399.5,0.067,0.0,45.7,438.4,0.0,0.0,6,0,84,90
1965660,Cozy accommodation in Örby Castle,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1965660/original/6ff813d2-244d-4132-b0db-a5a01055f4bd.jpeg,9,10153471,Sven,"","",true,59.2816,18.0275,4,1,2,1.0,false,"TV,Wifi,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Cleaning products,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,EV charger,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Backyard,Essentials,Long term stays allowed,Hangers,Dining table,Hair dryer,Iron,Outdoor dining area,Freezer,Private entrance",false,2,Firm,SEK,0,0,55,4.82,4.9,4.9,4.7,4.8,4.8,4.8,14802.0,148658.0,77.1,791.8,0.501,0.0,40.6,407.3,0.0,0.0,183,0,182,365,6638.0,63636.0,86.6,830.0,0.867,0.0,73.8,707.1,0.0,0.0,78,0,12,90
1981087,Quiet room nearby nature and town,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-1981087/original/17d3031e-848e-4e5b-be5b-4642b6f63d8c.jpeg,30,6339311,Ulrike,"","",true,59.2923,17.9266,,,2,0.0,false,"TV,Children’s books and toys,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",false,2,Firm,SEK,0,10,120,4.87,4.9,4.9,4.9,4.9,4.7,4.8,2610.0,25074.0,58.4,596.6,0.101,0.0,7.2,68.7,0.0,0.0,37,0,328,365,2170.0,20804.0,70.1,671.8,0.333,0.0,24.1,231.2,0.0,0.0,30,0,60,90
1987813,Cosy place near nature and town,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/airflow/Hosting-1987813/original/626f5b99-a333-4542-b1a5-82cf64568450.jpg,27,6339311,Ulrike,"","",true,59.2934,17.9265,,,1,0.0,false,"TV,Cable TV,Children’s books and toys,Wifi,Lake access,Kitchen,Free parking on premises,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",false,2,Firm,SEK,40,10,70,4.77,4.8,4.9,4.8,4.9,4.6,4.8,1555.0,14908.0,59.7,609.4,0.058,0.058,4.3,40.8,4.3,41.0,21,1,344,365,1555.0,14908.0,73.5,704.9,0.233,0.236,17.3,165.6,17.5,167.5,21,1,69,90
2114092,The hill,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-2114092/original/aead05c5-9fed-48ed-870b-98a33c3eb748.jpeg,8,10778455,Melina,"","",false,59.2988,17.9789,3,1,1,1.0,false,"TV,Washer,Smoke alarm,Wifi,Patio or balcony,First aid kit,Fire extinguisher,Kitchen,Essentials,Hangers,Hair dryer,Hot water,Freezer,Free street parking,Private entrance,Refrigerator,Dishwasher,Coffee,Clothing storage",,1,Flexible,SEK,17,,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2199.0,23252.0,94.8,1013.5,0.063,0.066,6.0,63.7,6.3,66.2,23,14,342,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2161404,Spacious 3 room flat on Södermalm,Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2161404/original/8280b2c5-7d76-45b2-9e79-de1253a43c23.jpeg,28,784410,Karin,3950313,Vincent,false,59.3088,18.0631,4,2,2,1.0,false,"High chair,TV,Children’s books and toys,Blender,Wifi,Lake access,Kitchen,Room-darkening shades,Hot water kettle,Children’s dinnerware,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Beach access,Smoke alarm,Essentials,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Toaster",false,6,Firm,SEK,103,0,14,4.86,4.9,4.9,4.9,5.0,4.8,4.5,19386.0,187532.0,229.6,2352.4,0.214,0.248,53.1,513.8,61.7,597.2,78,51,287,365,15363.0,147284.0,258.3,2476.2,0.667,0.0,170.7,1636.5,0.0,0.0,60,0,30,90
2166026,Stockholm house close to fair/town,Entire home,entire_home,https://a0.muscache.com/im/pictures/29369539/cf5aafb7_original.jpg,41,4455221,Janu,"","",true,59.2697,18.0640,16,6,10,3.5,false,"TV,Cable TV,Wifi,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Free street parking,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Changing table,High chair,Baby safety gates,Children’s books and toys,Crib,Pack ’n play/Travel crib,Room-darkening shades,Children’s dinnerware,Game console,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Children's playroom,Dining table,Baking sheet,Barbecue utensils,Toaster",false,2,Moderate,SEK,106,0,294,4.8,4.9,4.9,4.8,4.9,4.7,4.7,62803.0,631250.0,337.5,3465.6,0.501,0.0,172.1,1729.5,0.0,0.0,183,0,182,365,25316.0,242693.0,355.9,3412.0,0.789,0.0,281.3,2696.6,0.0,0.0,71,0,19,90
2176443,"Trendy, cosy Stockholm: near to all",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/58330735/b57206e3_original.jpg,5,3429907,Ella,"","",true,59.3169,18.0612,,,1,0.0,false,"Window guards,Wifi,Lake access,Kitchen,Room-darkening shades,Hot water kettle,Paid parking off premises,Books and reading material,Hot water,Bed linens,Extra pillows and blankets,Laundromat nearby,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Paid parking on premises,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron,Bathtub",false,10,Moderate,SEK,0,0,82,4.57,4.6,4.7,4.6,4.8,4.8,4.5,8520.0,86817.0,45.8,472.5,0.512,0.733,23.3,237.9,33.4,340.5,187,110,178,365,2988.0,28640.0,41.8,401.0,0.789,0.0,33.2,318.2,0.0,0.0,71,0,19,90
2190867,Charming and spacious with balcony,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2190867/original/234f507b-1ae2-4187-8e07-e24be5f67eae.jpeg,21,11173110,Carina,"","",true,59.3113,18.0624,4,3,3,1.0,false,"TV,Cable TV,Children’s books and toys,Wifi,Kitchen,Paid parking off premises,Hot water,Elevator,Bed linens,Free street parking,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Essentials,Hair dryer,Iron,Baking sheet,Barbecue utensils",false,2,Strict,SEK,105,0,147,4.89,4.9,4.9,4.6,4.9,4.9,4.8,112168.0,1142353.0,345.7,3541.2,0.879,0.944,307.3,3129.7,329.9,3359.9,321,25,44,365,33092.0,317240.0,384.6,3687.0,0.956,0.977,367.7,3524.9,376.0,3605.0,86,2,4,90
2450331,Central apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/3cdfcfcd-5c94-4773-a213-f2484c0a557c.jpg,7,12529935,Mikael,"","",true,59.3450,18.0544,2,1,1,1.0,false,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Movie theater,Pets allowed,Hot water,Resort access,Elevator,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Backyard,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Outdoor playground,Hair dryer,Iron,Dedicated workspace,Mini golf",false,4,Firm,SEK,0,0,278,4.92,4.9,5.0,4.9,4.9,4.9,4.8,37122.0,380334.0,119.8,1229.6,0.847,0.868,101.7,1042.0,104.3,1068.4,309,9,56,365,10491.0,100575.0,133.2,1276.7,0.867,0.963,116.6,1117.5,129.5,1241.7,78,9,12,90
2537297,Beautiful apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-2537297-unapproved/original/8686f31a-306d-4fb7-8449-49194f562ae7.JPEG,18,6922769,Henrik,"","",false,59.3336,17.9805,4,1,2,1.0,false,"TV,Wifi,Lake access,Kitchen,Hot water kettle,Paid parking off premises,Hot tub,Cleaning products,Heating,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Private entrance,Sound system,Bathtub,Crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Long term stays allowed,Dining table,Bread maker,Toaster",false,14,Moderate,SEK,194,0,43,4.81,4.7,4.9,4.4,4.9,4.8,4.6,1406.0,15167.0,64.9,694.0,0.06,0.091,3.9,41.6,5.8,62.4,22,122,343,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2557713,Amazing 3 BR.Perfect for families!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/airflow/Hosting-2557713/original/5e182d23-e39b-46e1-bc6b-f8d07f50a305.jpg,36,6944102,Marie,"","",true,59.3143,18.0610,4,3,4,1.5,false,"TV,Cable TV,Smoke alarm,Wifi,Kitchen,Essentials,Hair dryer,Hot water,Iron,Dedicated workspace,Elevator,Indoor fireplace,Dishwasher,Heating",false,3,Strict,SEK,84,0,154,4.99,5.0,5.0,5.0,5.0,5.0,4.8,76942.0,784180.0,240.9,2471.4,0.868,0.922,210.8,2148.4,223.7,2279.6,317,21,48,365,22762.0,218212.0,258.3,2476.1,0.978,0.0,252.9,2424.6,0.0,0.0,88,0,2,90
2589346,Close to city & nature. Calm area.,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/89169904/787de5a9_original.jpg,12,2203983,Annelie,"","",false,59.3088,17.9891,,,1,0.0,false,"TV,Children’s books and toys,Wifi,Lake access,Kitchen,Room-darkening shades,Paid parking off premises,Hot water,Elevator,Heating,Cooking basics,Stove,Washer,Dryer,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Bathtub",false,30,Moderate,SEK,0,0,15,4.67,4.6,4.9,4.6,4.7,4.8,4.5,1016.0,10173.0,38.7,399.5,0.066,0.261,2.8,27.9,11.0,110.6,24,273,341,365,55.0,527.0,30.6,293.2,0.022,0.087,0.6,5.9,2.4,22.9,2,67,88,90
2624356,Modern 3 room apartment Stockholm,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/34462193/a8435652_original.jpg,17,13441032,Peter,"","",false,59.3398,18.0079,4,2,3,1.0,false,"TV,Cable TV,Children’s books and toys,Wifi,Kitchen,Children’s dinnerware,Hot water,Elevator,Coffee maker,Refrigerator,Dishes and silverware,Heating,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",,2,Moderate,SEK,83,,33,4.97,4.9,5.0,5.0,5.0,4.9,4.8,18158.0,184483.0,187.7,1925.4,0.266,0.406,49.7,505.4,76.0,771.9,97,126,268,365,833.0,7985.0,204.9,1964.3,0.044,0.121,9.3,88.7,25.2,242.0,4,57,86,90
2638846,Wonderful suburban villa,Entire home,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-2638846/original/346fce27-b9c7-4c10-bdd4-7f32f53623ab.jpeg,28,13513175,Lina,"","",false,59.2764,18.1149,6,5,4,2.0,false,"TV,Wifi,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Record player,Outdoor furniture,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Smoke alarm,Fire extinguisher,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,High chair,Children’s books and toys,Blender,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,BBQ grill,Patio or balcony,Backyard,Dining table,Baking sheet,Barbecue utensils,Sun loungers,Toaster",false,5,Moderate,SEK,124,0,9,5.0,4.9,5.0,4.9,5.0,5.0,4.8,22267.0,219125.0,198.2,2038.1,0.304,0.505,61.0,600.3,101.2,996.0,111,145,254,365,14477.0,138785.0,200.2,1919.1,0.8,0.0,160.9,1542.1,0.0,0.0,72,0,18,90
2639392,Bright cozy room in Stockholm!,Private room in condo,private_room,https://a0.muscache.com/im/pictures/66ccb33b-0138-481c-adaa-638a4787363a.jpg,12,3418393,Teresia,"","",false,59.2628,18.0793,1,2,1,1.0,false,"TV,Washer,Smoke alarm,Wifi,Patio or balcony,Kitchen,Essentials,Hair dryer,Hot water,Free street parking,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics",false,2,Moderate,SEK,5,0,122,4.82,4.9,4.9,4.7,4.9,4.7,4.9,2956.0,30607.0,38.9,399.9,0.208,0.962,8.1,83.9,37.4,387.4,76,286,289,365,0.0,0.0,40.5,388.5,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
2647595,Studio at Östermalm,Entire loft,entire_home,https://a0.muscache.com/im/pictures/b8145c34-4125-4620-98a3-b607966259a5.jpg,10,7976790,Per,"","",false,59.3376,18.1004,2,1,1,1.0,false,"Wifi,Room-darkening shades,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Hot water,Body soap,Elevator,Bed linens,Extra pillows and blankets,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Heating,Coffee,Clothing storage,Wine glasses,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",false,4,Flexible,SEK,0,37,440,4.82,4.9,4.9,4.8,4.8,4.8,4.8,21513.0,220588.0,73.4,753.4,0.803,0.0,58.9,604.4,0.0,0.0,293,0,72,365,6283.0,60231.0,80.2,768.5,0.867,0.0,69.8,669.2,0.0,0.0,78,0,12,90
2668289,3R apt close to Södermalm,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/35763961/41cfc4b1_original.jpg,10,13658686,Elin,"","",false,59.3037,18.0983,3,2,3,1.0,false,"TV,Washer,Dryer,Smoke alarm,Wifi,Fire extinguisher,Kitchen,Essentials,Hot water,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics",false,3,Moderate,SEK,9,0,112,4.83,4.8,4.8,4.9,4.9,4.5,4.7,10350.0,108487.0,101.6,1086.7,0.288,0.0,28.4,297.2,0.0,0.0,105,0,260,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2682351,Spacious and comfortable room in central Stockholm,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/airflow/Hosting-2682351/original/a554905f-9dcc-47b1-83b6-889767acb14a.jpg,12,13731960,David,"","",true,59.3474,18.0463,,,1,0.0,false,"TV,Wifi,Kitchen,Room-darkening shades,Hot water kettle,Books and reading material,Hot water,Body soap,Elevator,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Piano,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Wine glasses,Smoke alarm,Shower gel,Carbon monoxide alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Sound system,Bathtub",false,3,Moderate,SEK,0,0,159,4.8,4.9,5.0,4.6,5.0,4.8,4.7,9423.0,93946.0,77.9,797.9,0.318,0.0,25.8,257.4,0.0,0.0,116,0,249,365,2868.0,27495.0,87.7,841.1,0.367,0.0,31.9,305.5,0.0,0.0,33,0,57,90
2695984,Magic Trendy City Flat &lt;3,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/36418149/1076c7fe_original.jpg,10,13799080,Evelyn,"","",true,59.3076,18.0804,2,1,2,1.0,false,"TV,Cable TV,Children’s books and toys,Wifi,Kitchen,Hot water,Elevator,Bed linens,Ethernet connection,Coffee maker,Refrigerator,Dishes and silverware,Heating,Wine glasses,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Backyard,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Toaster",false,1,Strict,SEK,14,0,196,4.73,4.8,4.9,4.8,4.9,4.9,4.7,38595.0,394180.0,115.0,1175.0,0.918,0.936,105.7,1079.9,107.8,1101.1,335,7,30,365,10556.0,101195.0,134.4,1288.7,0.867,0.94,117.3,1124.4,127.2,1219.2,78,7,12,90
2699369,"This is it,",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/43194695/87bd2005_original.jpg,10,13813515,John,"","",false,59.3070,18.0798,3,,1,1.0,false,"Stove,Washer,Dryer,BBQ grill,Wifi,Backyard,Kitchen,Essentials,Shampoo,Pets allowed,Elevator,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven",false,,Moderate,SEK,41,0,25,4.36,4.2,4.7,4.4,4.6,4.8,4.4,1159.0,11183.0,103.6,1003.9,0.03,0.031,3.2,30.6,3.3,31.6,11,11,354,365,627.0,6011.0,103.8,995.4,0.067,0.076,7.0,66.8,7.9,76.1,6,11,84,90
2715352,Charming apartment Långholmskanalen 5 people,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/35448085/d2ccf64a_original.jpg,23,13894935,Lina,"","",false,59.3195,18.0347,5,2,3,1.5,false,"TV,Children’s books and toys,Wifi,Lake access,Kitchen,Hot water,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Beach access,Smoke alarm,BBQ grill,Patio or balcony,Backyard,Essentials,Hangers,Hair dryer,Iron,Outdoor dining area",false,3,Strict,SEK,38,0,58,4.93,4.9,4.9,4.9,5.0,4.9,4.9,34562.0,352640.0,180.3,1855.9,0.521,0.798,94.7,966.1,145.2,1481.7,190,127,175,365,12420.0,119062.0,177.9,1705.3,0.778,0.795,138.0,1322.9,141.1,1353.0,70,2,20,90
2729363,"Large villa, close to town and water, with boule court",Entire villa,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2729363/original/ba587349-6443-468b-bc75-0b35c7d513a0.jpeg,23,13967715,Eric,"","",false,59.3383,17.9664,8,6,6,2.0,false,"TV,Wifi,Waterfront,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,First aid kit,Fire extinguisher,Hangers,Iron,Dedicated workspace,Outdoor dining area,Freezer,Sound system,Bathtub,High chair,Children’s books and toys,Blender,Fireplace guards,Room-darkening shades,Hot water,Body soap,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,BBQ grill,Patio or balcony,Backyard,Dining table,Baking sheet,Barbecue utensils,Sun loungers,Bread maker,Toaster",false,4,Moderate,SEK,0,0,12,4.58,4.3,5.0,4.0,4.6,4.8,4.2,34540.0,348858.0,294.2,3010.4,0.315,0.38,94.6,955.8,114.0,1151.3,115,62,250,365,10384.0,99549.0,343.1,3289.5,0.333,0.0,115.4,1106.1,0.0,0.0,30,0,60,90
2776433,Cozy House close to the city,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2776433/original/7e509e67-e471-4c50-9103-838050d1cb32.jpeg,14,14196669,Linnea,"","",false,59.2695,18.0818,4,3,3,1.5,false,"TV,Wifi,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Outdoor kitchen,Private entrance,Bathtub,High chair,Children’s books and toys,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Children's playroom,Dining table,Barbecue utensils,Sun loungers,Toaster",false,2,Moderate,SEK,0,0,10,5.0,5.0,5.0,4.7,5.0,5.0,5.0,17702.0,174300.0,170.5,1749.4,0.266,0.346,48.5,477.5,63.2,622.5,97,85,268,365,12780.0,122517.0,188.7,1808.7,0.744,0.827,142.0,1361.3,157.8,1512.6,67,9,23,90
2845289,Amazing house in wonderful location. Close to swimming & city.,Entire villa,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-2845289/original/b55dcccf-e475-48db-9397-efbc7bbbce28.jpeg,9,14551832,Marcus,"","",false,59.3258,17.9313,6,4,4,2.0,false,"TV,Window guards,Wifi,Kitchen,Board games,Free parking on premises,Room-darkening shades,Paid parking off premises,Books and reading material,Pets allowed,Hot water,Trash compactor,Extra pillows and blankets,Free street parking,Laundromat nearby,Outdoor furniture,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Beach access,Smoke alarm,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Hangers,Dining table,Dedicated workspace,Barbecue utensils,Outdoor dining area,Freezer,Sun loungers,Private entrance,Toaster",false,6,Moderate,SEK,0,52,7,4.29,5.0,4.3,4.1,4.4,4.7,4.7,8759.0,91254.0,146.6,1503.9,0.167,0.169,24.0,250.0,24.3,252.8,61,4,304,365,811.0,7775.0,157.0,1504.8,0.056,0.0,9.0,86.4,0.0,0.0,5,0,85,90
