listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
5727549,"Charming, soulful house Stockholm, close to lake.",Entire villa,entire_home,https://a0.muscache.com/im/pictures/e3adccf6-672d-4c09-9b4b-0ffb0b5d2907.jpg,39,7136111,Susanne,"","",false,59.2755,17.9871,5,2,2,1.5,false,"TV,Wifi,Lake access,Kitchen,Free parking on premises,Hot water kettle,Books and reading material,Conditioner,Free street parking,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Toaster",false,2,Firm,SEK,104,0,43,4.86,4.9,4.9,4.7,4.9,4.7,4.7,6225.0,61089.0,178.1,1828.1,0.093,0.109,17.1,167.4,20.0,196.4,34,54,331,365,3325.0,31876.0,186.8,1790.9,0.2,0.0,36.9,354.2,0.0,0.0,18,0,72,90
5744579,"Historic home, nice garden close to Stockholm city",Entire villa,entire_home,https://a0.muscache.com/im/pictures/71494362/b39d38e0_original.jpg,83,26221255,Thomas,"","",true,59.3407,17.9809,6,4,4,3.0,false,"TV,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Books and reading material,Pets allowed,Conditioner,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Children’s books and toys,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Coffee maker,Refrigerator,Fire pit,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Sauna,Stove,EV charger,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Dining table,Baking sheet,Barbecue utensils,Sun loungers,Toaster",true,4,Moderate,SEK,105,0,49,5.0,4.9,5.0,4.9,5.0,4.9,4.9,50157.0,489168.0,344.9,3543.5,0.386,0.844,137.4,1340.2,300.3,2929.1,141,198,224,365,28576.0,273948.0,357.2,3423.9,0.889,0.0,317.5,3043.9,0.0,0.0,80,0,10,90
5795343,,Entire condo,entire_home,https://a0.muscache.com/im/pictures/54c9c9a9-4003-47d1-96fa-cdf6aea2907b.jpg,23,30065832,Clara,"","",false,59.3428,18.0357,6,4,4,1.5,false,"TV,Cable TV,Blender,Wifi,Kitchen,Hot water kettle,Hot water,Body soap,Conditioner,Elevator,Bed linens,Cleaning products,Coffee maker,Indoor fireplace,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Backyard,Fire extinguisher,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Sound system,Toaster",true,5,Firm,SEK,0,0,32,4.94,5.0,5.0,5.0,5.0,5.0,4.8,42605.0,408592.0,484.7,4985.6,0.244,0.947,116.7,1119.4,453.2,4346.7,89,271,276,365,40750.0,390651.0,480.2,4603.7,0.944,0.0,452.8,4340.6,0.0,0.0,85,0,5,90
5845675,Nice apartment in charming area,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTg0NTY3NQ==/original/f63ec4ff-03ac-4d12-8ac8-1c2dd3e6ed69.jpeg,5,481238,Emma,"","",false,59.2998,18.0053,2,1,1,1.0,false,"Washer,Dryer,Smoke alarm,Wifi,Fire extinguisher,Kitchen,Essentials,Shampoo,Room-darkening shades,Hangers,Hot water,Body soap,Conditioner,Elevator,Bed linens,Extra pillows and blankets,Dishes and silverware,Heating,Cooking basics",false,2,Moderate,SEK,0,30,18,4.94,5.0,5.0,4.8,4.9,4.9,4.7,2642.0,26044.0,70.3,713.8,0.074,0.241,7.2,71.4,23.6,232.5,27,253,338,365,1706.0,16355.0,107.7,1032.9,0.133,0.171,19.0,181.7,24.4,233.6,12,20,78,90
5948850,Eco-Village B&B 12min to city centre,Private room in home,private_room,https://a0.muscache.com/im/pictures/568ddd5f-fd29-4fdf-b31a-0346f25e0ec5.jpg,25,5655406,⁨Uffe (Ulf Nils)⁩,"","",true,59.2877,18.1219,,,2,0.0,false,"TV,Wifi,Lake access,Ski-in/Ski-out,Kitchen,Room-darkening shades,Paid parking off premises,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",true,3,Moderate,SEK,0,31,268,4.86,4.9,4.9,4.8,4.9,4.9,4.9,10632.0,107465.0,54.6,557.6,0.529,0.76,29.1,294.4,41.9,423.1,193,111,172,365,2870.0,27512.0,66.5,637.3,0.478,0.878,31.9,305.7,58.6,561.5,43,41,47,90
5955089,Eco-village Nature B&B 12 min city centre,Private room in home,private_room,https://a0.muscache.com/im/pictures/d7a8c5dd-4c6c-42c9-9ee4-d71c0340209a.jpg,25,5655406,⁨Uffe (Ulf Nils)⁩,"","",true,59.2877,18.1219,,,2,0.0,false,"TV,Wifi,Lake access,Ski-in/Ski-out,Kitchen,Paid parking off premises,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",true,2,Moderate,SEK,0,31,202,4.87,4.9,4.9,4.8,4.9,4.9,4.9,1686.0,17320.0,52.2,536.4,0.093,0.321,4.6,47.5,15.9,163.4,34,259,331,365,0.0,0.0,54.7,524.5,0.0,0.0,0.0,0.0,0.0,0.0,0,79,90,90
5955651,Eco-Village room B&B 12min to  city centre,Private room in home,private_room,https://a0.muscache.com/im/pictures/0e34355d-dfe2-4866-9755-bb61e52b10fb.jpg,24,5655406,⁨Uffe (Ulf Nils)⁩,"","",true,59.2877,18.1219,,,1,0.0,false,"TV,Wifi,Lake access,Ski-in/Ski-out,Kitchen,Paid parking off premises,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",true,3,Moderate,SEK,0,21,262,4.86,4.9,4.9,4.7,4.9,4.9,4.8,14614.0,149018.0,68.3,696.5,0.586,0.633,40.0,408.3,43.2,440.9,214,27,151,365,3944.0,37806.0,85.2,817.2,0.522,0.746,43.8,420.1,62.6,600.1,47,27,43,90
5961818,Cozy bedroom/kitchen suite,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-5961818/original/96cb267d-8e1b-4a0e-a2ba-7f6bd0984531.jpeg,8,27281864,John,"","",false,59.2961,18.1051,,,1,0.0,false,"Kitchen,Shampoo,Smoke alarm,Wifi,Heating,Dedicated workspace",false,30,Flexible,SEK,26,0,3,4.67,5.0,5.0,4.7,5.0,5.0,4.3,806.0,8157.0,25.4,260.8,0.085,0.0,2.2,22.3,0.0,0.0,31,0,334,365,483.0,4630.0,26.9,258.1,0.2,0.0,5.4,51.4,0.0,0.0,18,0,72,90
5974467,Soul Corner,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/aeb58501-a4df-454d-9e1a-8251a5e5439c.jpg,15,15100843,André And Gunilla,"","",true,59.2668,18.1388,2,1,1,1.0,false,"Wifi,Lake access,Kitchen,Room-darkening shades,Hot water kettle,Hot water,Body soap,Conditioner,Elevator,Bed linens,Extra pillows and blankets,Free street parking,Ethernet connection,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Coffee,Clothing storage,Stove,Wine glasses,Washer,EV charger,Single level home,Beach access,Smoke alarm,Shower gel,Backyard,Luggage dropoff allowed,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Freezer,Private entrance,Toaster",true,2,Firm,SEK,31,0,66,4.98,5.0,5.0,5.0,5.0,4.9,5.0,14494.0,146753.0,72.0,736.9,0.54,0.0,39.7,402.1,0.0,0.0,197,0,168,365,5982.0,57345.0,89.4,857.0,0.744,0.0,66.5,637.2,0.0,0.0,67,0,23,90
6007613,Cozy apartment in Stockholm,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-6007613/original/fb83aea8-2895-4647-abe9-9f8425980fd7.jpeg,7,31123665,Oscar,"","",false,59.3415,18.0310,3,1,1,1.0,false,"TV,Washer,BBQ grill,Outdoor dining area,Kitchen,Pets allowed",false,3,Flexible,SEK,0,0,2,,,,,,,,22373.0,227133.0,209.3,2141.2,0.279,0.304,61.3,622.3,66.6,676.0,102,29,263,365,7486.0,71763.0,255.1,2445.6,0.289,0.0,83.2,797.4,0.0,0.0,26,0,64,90
6038131,Explore the Forest from a Colorful Family Home,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/ebdb88c5-34c0-422e-acd6-34a52b8a000c.jpg,38,25938322,Hanna,"","",false,59.2796,18.1383,6,4,4,2.0,false,"TV,Cable TV,Wifi,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Pets allowed,Conditioner,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,High chair,Children’s books and toys,Blender,Window guards,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Outdoor playground,Baking sheet,Barbecue utensils,Arcade games,Toaster",false,4,Flexible,SEK,85,0,44,4.95,5.0,5.0,5.0,5.0,4.8,4.9,16642.0,160073.0,187.8,1928.2,0.233,0.934,45.6,438.6,182.9,1759.0,85,274,280,365,14775.0,141644.0,197.4,1892.2,0.833,0.926,164.2,1573.8,182.4,1748.7,75,9,15,90
6054737,Stylish 2 room Old Town flat - MARTA,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/87096330/d76bbb51_original.jpg,39,8547277,Tom,13171028,Synnöve,true,59.3250,18.0743,4,1,1,1.5,false,"High chair,TV,Wifi,Kitchen,Pack ’n play/Travel crib,Paid parking off premises,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",true,2,Limited,SEK,62,0,316,4.88,4.9,4.9,4.9,4.9,5.0,4.8,10324.0,110907.0,259.2,2668.1,0.11,0.238,28.3,303.9,61.5,660.2,40,197,325,365,0.0,0.0,253.0,2425.4,0.0,0.0,0.0,0.0,0.0,0.0,0,80,90,90
6072088,Odeplan 2 BR Apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/e9cef9ca-a94c-42e3-8486-c17807bc5c98.jpg,20,11632523,Cecilia,"","",false,59.3456,18.0518,4,2,2,0.0,false,"TV,Washer,Dryer,Smoke alarm,Wifi,Fire extinguisher,Kitchen,Essentials,Free parking on premises,Shampoo,Pets allowed,Elevator,Heating",,,Strict,SEK,130,0,,,,,,,,,3743.0,35884.0,303.8,2944.3,0.033,0.035,10.3,98.3,11.0,105.2,12,24,353,365,3743.0,35884.0,306.3,2936.1,0.133,0.164,41.6,398.7,51.3,491.6,12,17,78,90
6074477,Nice 2-room apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-6074477/original/25b0e1aa-925f-4c52-b84f-a1c9b6a9bed5.jpeg,7,31526566,Pille,"","",true,59.3154,17.9951,4,1,2,1.0,false,"TV,Wifi,Waterfront,Lake access,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Pets allowed,Conditioner,Elevator,Laundromat nearby,Cleaning products,Heating,Coffee,Wine glasses,Washer,Dryer,Smoke alarm,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,High chair,Children’s books and toys,Pack ’n play/Travel crib,Hot water,Body soap,Bed linens,Extra pillows and blankets,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Backyard,Cleaning before checkout,Baking sheet,Toaster",false,2,Moderate,SEK,0,0,33,4.73,4.9,4.9,4.6,4.9,4.7,4.8,18219.0,185423.0,107.1,1098.1,0.468,0.483,49.9,508.0,51.5,523.8,171,11,194,365,7044.0,67530.0,117.2,1123.1,0.667,0.0,78.3,750.3,0.0,0.0,60,0,30,90
6126237,Luxury Suite with 4 bedrooms: Prestige,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/76346015/8af21a5a_original.jpg,48,31783855,Residence,"","",true,59.3240,18.0724,8,4,5,2.0,false,"High chair,TV,Wifi,Babysitter recommendations,Kitchen,Pack ’n play/Travel crib,Room-darkening shades,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",false,2,Firm,SEK,0,0,116,4.95,4.9,4.9,5.0,4.9,5.0,4.8,227162.0,2325488.0,1040.7,10664.7,0.6,0.637,622.4,6371.2,660.4,6760.1,219,21,146,365,55581.0,532833.0,1180.7,11318.7,0.522,0.681,617.6,5920.4,805.5,7722.2,47,21,43,90
6168772,"Large, bright, unique apartment",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/67c8f571-c01b-46cd-9d9c-39cab3db3ab8.jpg,17,30107545,Ylva,"","",false,59.3020,18.0360,6,4,4,2.0,false,"TV,Wifi,Kitchen,Free parking on premises,Hot water kettle,Pets allowed,Elevator,Microwave,Coffee maker,Refrigerator,Piano,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Washer,Smoke alarm,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Freezer,Toaster",false,3,Moderate,SEK,0,0,44,4.95,5.0,4.9,4.9,4.9,4.7,4.9,4664.0,48476.0,138.3,1420.0,0.093,0.118,12.8,132.8,16.1,167.7,34,76,331,365,1028.0,9857.0,145.3,1393.3,0.078,0.184,11.4,109.5,27.1,259.4,7,52,83,90
6242152,TWO ETAGE APP AT KUNGSHOLMEN STORA ESSINGEN STOCKH,Entire loft,entire_home,https://a0.muscache.com/im/pictures/77868155/56332e20_original.jpg,60,20737617,Roger,"","",false,59.3213,17.9875,5,2,7,1.5,false,"TV,Wifi,Waterfront,Lake access,Kitchen,Paid parking off premises,Books and reading material,Gym,Record player,Conditioner,Outdoor furniture,Hot tub,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Washer,Dryer,Beach access,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Sound system,Baby safety gates,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Backyard,Beach essentials,Luggage dropoff allowed,Long term stays allowed",false,3,Firm,SEK,80,0,85,4.84,4.9,5.0,4.8,5.0,4.8,4.8,5354.0,52091.0,164.5,1691.7,0.088,0.094,14.7,142.7,15.8,153.7,32,26,333,365,4241.0,40657.0,167.5,1605.9,0.278,0.391,47.1,451.7,66.3,635.3,25,26,65,90
6242179,Luxurious 3 bedroom penthouse with sea view,Entire condo,entire_home,https://a0.muscache.com/im/pictures/707e6821-523f-48d4-a558-78e4a091cd94.jpg,25,471592390,Lisa,1576988,Petter,false,59.3191,17.9885,4,3,3,2.0,false,"TV,Cable TV,Wifi,Waterfront,Lake access,Kitchen,Free parking on premises,Books and reading material,Conditioner,Trash compactor,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Sound system,Bathtub,Room-darkening shades,Hot water,Body soap,Bed linens,Ethernet connection,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Cleaning before checkout,Dining table,Sun loungers,Toaster",false,5,Moderate,SEK,0,0,11,4.91,4.6,4.9,4.6,5.0,4.9,4.9,32367.0,312393.0,277.7,2846.4,0.293,0.863,88.7,855.9,261.0,2519.3,107,241,258,365,23860.0,228741.0,306.3,2936.3,0.867,0.0,265.1,2541.6,0.0,0.0,78,0,12,90
6287416,1-bedroom apartment very close to subway,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/82317038/963b46e9_original.jpg,17,32685182,Birgitta,"","",false,59.2962,18.0398,2,1,1,1.0,false,"TV,Cable TV,Smoke alarm,Patio or balcony,Kitchen,Essentials,Microwave,Coffee maker,Refrigerator,Bathtub,Dishes and silverware,Heating",false,4,Strict,SEK,0,0,50,4.82,4.8,5.0,5.0,5.0,4.8,4.8,9506.0,94261.0,99.2,1015.2,0.249,0.615,26.0,258.2,64.2,636.9,91,217,274,365,1964.0,18829.0,113.9,1092.2,0.167,0.75,21.8,209.2,98.2,941.4,15,70,75,90
6310727,Delightful apartment with balcony,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-6310727/original/4247a7fa-d938-4c61-83c7-570d1ed0cace.jpeg,26,3717659,Kenneth,"","",true,59.2919,18.1063,4,2,2,1.5,false,"TV,Wifi,Kitchen,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Smoke alarm,Patio or balcony,Essentials,Shampoo,Hair dryer,Iron",false,2,Moderate,SEK,46,0,60,4.98,5.0,5.0,5.0,5.0,4.8,4.9,34246.0,354736.0,143.6,1473.0,0.666,0.786,93.8,971.9,110.8,1148.0,243,56,122,365,4724.0,45287.0,156.0,1495.2,0.333,0.441,52.5,503.2,69.5,666.0,30,22,60,90
6312515,"House in Stockholm, nature & lakes!",Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/85026699/473d2398_original.jpg,16,32838958,Sofi,"","",false,59.2754,18.1447,5,1,3,0.0,false,"TV,Cable TV,Wifi,Kitchen,Hot water kettle,Paid parking off premises,Pets allowed,Hot water,Conditioner,Outdoor furniture,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Wine glasses,Washer,Dryer,Smoke alarm,BBQ grill,Patio or balcony,Backyard,Fire extinguisher,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Barbecue utensils,Outdoor dining area,Freezer,Private entrance,Toaster",false,6,Moderate,SEK,0,0,29,4.45,4.5,5.0,3.9,4.7,4.8,4.4,14652.0,143836.0,137.9,1417.2,0.282,0.757,40.1,394.1,107.7,1057.6,103,229,262,365,8787.0,84234.0,144.2,1382.2,0.678,0.924,97.6,935.9,133.1,1276.3,61,24,29,90
6321620,Villa Nobel - Stor villa med pool,Entire home,entire_home,https://a0.muscache.com/im/pictures/9fb6cc93-c126-4c01-9534-4480dbd531ae.jpg,77,27149986,Jonas,78072630,Maria,true,59.3253,17.9297,9,5,7,2.5,false,"TV,Cable TV,Ping pong table,Wifi,Air conditioning,Lake access,Pool,Kitchen,Board games,Free parking on premises,Hot water kettle,Paid parking off premises,Conditioner,Free street parking,Outdoor furniture,Hammock,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Paid parking on premises,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Kayak,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Outdoor kitchen,Private entrance,Sound system,Bathtub,Changing table,High chair,Children’s books and toys,Fireplace guards,Crib,Pack ’n play/Travel crib,Room-darkening shades,Children’s dinnerware,Game console,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Exercise equipment,Shower gel,Patio or balcony,Backyard,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Bread maker,Toaster",false,5,Strict,SEK,218,0,55,4.91,4.9,5.0,4.5,4.9,4.9,4.8,85017.0,866040.0,468.1,4810.8,0.493,0.793,232.9,2372.7,374.5,3815.2,180,138,185,365,33192.0,318198.0,483.0,4630.4,0.767,0.0,368.8,3535.5,0.0,0.0,69,0,21,90
6370777,Room at Odenplan,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/fbddd568-b545-4b20-80fc-e450431f316b.jpg,7,16739269,Ture,"","",true,59.3439,18.0509,,,1,0.0,false,"Blender,Wifi,Kitchen,Room-darkening shades,Hot water kettle,Portable fans,Hot water,Body soap,Elevator,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Patio or balcony,Backyard,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Baking sheet,Freezer,Toaster",true,2,Flexible,SEK,0,0,618,4.85,4.9,4.9,4.9,4.9,4.9,4.9,10618.0,109749.0,34.4,353.6,0.847,0.928,29.1,300.7,31.9,329.6,309,32,56,365,1912.0,18333.0,34.9,334.9,0.611,0.948,21.2,203.7,33.0,316.1,55,32,35,90
6379429,Elegant Room with Balcony in Prime Location,Private room in condo,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-6379429/original/18d445cb-8ba5-4a33-925a-cc0a6d1ffe5d.jpeg,11,20770158,Maria,"","",false,59.3347,18.0847,,,1,0.0,false,"TV,Wifi,Kitchen,Hot water kettle,Portable fans,Hot water,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishwasher,Heating,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Toaster",false,,Strict,SEK,0,0,2,,,,,,,,3776.0,37569.0,54.9,562.2,0.181,0.212,10.3,102.9,12.1,120.4,66,53,299,365,1079.0,10344.0,61.9,593.2,0.189,0.258,12.0,114.9,16.3,156.7,17,24,73,90
6419382,Great location in Stockholm!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/83711635/dfb3b494_original.jpg?aki_policy=medium,14,33060751,,"","",false,59.3074,18.0659,3,1,3,1.0,,"Elevator,Wifi,Kitchen,Air conditioning,Dryer,Iron,Washer,Hair dryer,TV,Essentials,Heating,Paid parking off premises,Smoke alarm,Carbon monoxide alarm,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove",,2,,SEK,,,172,4.59,4.6,4.9,4.2,4.9,4.7,4.5,5191.0,54015.0,92.2,985.9,0.151,0.0,14.2,148.0,0.0,0.0,55,0,310,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
6426170,Family home close to the city,Entire villa,entire_home,https://a0.muscache.com/im/pictures/80592764/ac9c1569_original.jpg,57,30533848,Stina,"","",false,59.3486,17.9105,6,4,5,2.0,false,"TV,Cable TV,Wifi,Lake access,Kitchen,Free parking on premises,Books and reading material,Free street parking,Outdoor furniture,Cleaning products,Indoor fireplace,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Beach access,Smoke alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Private entrance,Sound system,Rice maker,Children’s books and toys,Blender,Room-darkening shades,Game console,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Exercise equipment,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Barbecue utensils,Toaster",false,3,Firm,SEK,72,0,27,4.67,4.8,5.0,4.5,4.8,4.7,4.6,18104.0,174503.0,192.5,1970.2,0.227,0.288,49.6,478.1,62.9,605.9,83,77,282,365,12103.0,116030.0,221.1,2119.3,0.611,0.0,134.5,1289.2,0.0,0.0,55,0,35,90
6619461,Stockholm central island apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-6619461/original/90e996c2-1de1-4a83-82b2-e1655adce4da.jpeg,9,32463326,Astrid,"","",true,59.3241,18.0079,5,1,2,1.0,false,"Beach access,Smoke alarm,Wifi,Waterfront,Lake access,Kitchen,Essentials,Long term stays allowed,Shampoo,Hot water,Heating",false,4,Moderate,SEK,0,0,78,4.56,4.8,4.9,4.4,4.9,4.7,4.6,18299.0,187594.0,142.8,1466.5,0.359,0.432,50.1,514.0,60.4,619.1,131,62,234,365,2367.0,22691.0,158.6,1520.6,0.167,0.254,26.3,252.1,40.1,384.6,15,31,75,90
